Fulham,1.48,1.55,12.86,4.48,34.85,479.86,410.93,85.64,52.33,104.62,20.9,36.52,47.21,79.9,35.59,30.21,14.1,191.52,93.52,48.83,4.03,0.83,20.51,29.24,7.69,26.3,1.9,0.79,41.82,24.07,3.97,16.48,5.38,1.79,33.33,1.9,0.38,20,0.14,0.1,75,19.03,6.83,35.87,6.28,8.21,28.72,5.28,11.79,22.69,63.52,26.28,41.37,1.1,1.31,10.21,4.07,39.86,64.72,39.86,61.59,33.45,14.9,44.54,3.34,1.72,51.55,36.45,14.72,11.31,2.07,0.07,155.28,120.17,77.39,76.59,73.24,95.63,171.93,154.38,89.79,45.17,26.52,58.7,52.38,39.38,75.18,73.83,54.07,73.24,2,0.9,44.83,17.45,16,91.7,6.97,17.2,5.02,9.82,16.69,19.01,13.41,1.31,1.22,10.21,3.9,38.18,424.31,361.03,85.09,47.67,104.14,22.31,34.52,47.31,78,34.07,31.03,12.9,191.52,90.1,47.05,3.62,1,27.62,26,5.52,21.22,0.83,0.52,62.5,23.41,3.59,15.32,4.55,1.28,28.03,2.72,0.9,32.91,0.07,0.07,100,13.14,4.14,31.5,3.9,7.1,22.38,4,7.9,17.1,64.72,24.86,38.41,2.38,1.48,12.86,4.55,35.39,63.52,37.24,58.63,33.45,15.31,45.77,3.62,1.79,49.52,44.69,16.93,10.17,1.86,0.1,137.97,103,74.66,67.79,64.52,95.17,151.66,136.21,89.81,40.31,22,54.58,51.14,36.31,71,62.17,44.31,71.27,1.83,0.66,35.85,16.21,14.59,90,7.93,16.68,4.5,9.99,17.33,18.91,12.06
Ipswich,0.97,1.05,9.14,3.48,38.11,350.38,291.52,83.2,41.67,99.83,25.41,34.28,40.14,74.9,37.9,26.03,10.97,198.41,94.14,47.45,3.93,1.14,28.95,20.93,5.03,24.05,0.62,0.41,66.67,22.03,3.28,14.87,4.03,1.31,32.48,1.97,0.66,33.33,0.07,0.07,100,10.83,3.21,29.62,3.07,4.1,16.24,4.07,5.79,13.72,65.72,24.52,37.3,1.41,2.14,13.83,5.66,40.9,69.93,41.79,59.76,33.62,16.14,48,3.24,1.59,48.94,40.28,18.97,11.31,2.48,0.1,117.66,85.28,72.48,55.83,52.48,94.01,123.21,109.72,89.06,38.1,20.52,53.85,40.86,27.69,67.76,56.17,37.28,66.36,0.97,0.45,46.43,14.79,11.9,80.42,7.93,16.04,3.86,11.44,18.07,19.21,14.69,2.14,2.06,13.83,5.45,39.4,518.38,453,87.39,58.33,101.38,18.76,31.31,51.31,77.97,30.52,30.55,16.9,198.41,96.38,48.57,4.72,1.07,22.63,31.45,8.93,28.4,1.24,0.59,47.22,23.52,3.66,15.54,6.38,1.86,29.19,2.07,0.31,15,0.17,0.17,100,16.62,5.79,34.85,5.55,10.76,30.31,7.34,9.55,24.62,69.93,28.1,40.19,1.17,0.97,9.14,3.52,38.49,65.72,41.21,62.7,33.62,14.59,43.38,3.38,1.72,51.02,31.38,12.79,10.62,1.66,0.03,153.83,118.76,77.2,77.69,74.55,95.96,203.72,188.07,92.32,42.03,24.03,57.18,59.14,44.34,74.99,67.17,50.03,74.49,2.48,1.24,50,17.41,15.17,87.13,5.45,16.7,5.62,8.89,16.47,18.77,9.72
Leicester,0.86,1.04,8.41,3,35.66,410.07,345,84.13,46.03,105.55,25.34,37.48,42.72,78.86,37.97,28.97,11.93,200.34,97.14,48.49,3.24,0.72,22.34,24.07,5.72,23.78,0.55,0.28,50,22.52,2.14,9.49,3.62,0.9,24.76,2.48,0.55,22.22,0.07,0.07,100,14.59,4.31,29.55,4.1,5.21,20.31,3.31,8.62,14.48,61.83,23.76,38.43,1.55,2.24,15.14,5.72,37.81,76.21,47.31,62.08,34.72,14.55,41.91,3.45,1.76,51,44.62,18.62,10.62,2.21,0,138.31,104.07,75.24,64.21,60.79,94.68,138.28,122.69,88.73,39.34,21.9,55.65,45.62,32.17,70.52,62.62,43.72,69.82,1.55,0.69,44.44,17.9,16.03,89.6,8.21,16.81,4.32,10.22,17.98,18.55,13.81,2.24,2.11,15.14,5.38,35.54,495.07,427.21,86.29,53.97,104.14,19.17,34.45,50.52,80.14,30.83,33.24,16.07,200.34,95.38,47.61,5.07,1.38,27.21,32.9,9.79,29.77,1.34,0.79,58.97,23.69,4.03,17.03,6.31,2.07,32.79,2.41,0.76,31.43,0.07,0.03,50,18.38,6.48,35.27,5.9,10.79,29.86,6.52,10.07,27.34,76.17,28.86,37.89,1.69,0.86,8.41,3.1,36.89,61.86,38.07,61.54,34.72,17.14,49.35,2.72,1.41,51.9,36.28,15.72,10.41,1.55,0.07,152.93,119.1,77.88,77.38,73.24,94.65,185.69,169.41,91.23,38.41,22.14,57.63,56.34,43.31,76.87,71.38,54.45,76.28,1.86,0.93,50,17.97,16.1,89.64,6.21,17.25,5.04,8.08,16.71,18.61,12.46
Liverpool,2.38,2.29,16.1,6.14,38.12,516.59,448.48,86.82,56.92,100.9,18.34,31.03,51.52,77.21,31.97,29.31,15.93,184.34,89.31,48.45,4.66,1.28,27.41,33.24,10.55,31.74,1.31,0.83,63.16,23.66,4.28,18.08,6.34,2.03,32.07,1.34,0.41,30.77,0.31,0.31,100,16.62,5.9,35.48,5.48,12.72,34.21,7.83,9.72,29.55,64.07,25.69,40.1,1.55,0.93,9,3.41,37.93,69.28,40.76,58.84,26.28,12.62,48.03,1.83,0.72,39.62,37.28,13.03,11.62,1.9,0.03,166.14,129.66,78.04,80.41,77.21,96.01,188.07,171.79,91.35,43.79,24.34,55.59,62.31,46.9,75.26,76.07,58.59,77.02,2.72,1.14,41.77,17.52,15.59,88.98,6.24,17.13,5.31,8.88,16.47,18.58,9.87,0.93,0.98,9,3.31,36.78,378.69,314.62,83.08,43.08,100.1,24.72,32.93,42.45,72.62,36.86,25.31,10.45,184.34,88.79,48.17,3.83,1,26.13,23.48,5.28,22.47,1.21,0.59,48.57,24.62,2.72,11.06,4.03,1,24.79,2.07,0.52,25,0.03,0,0,12.34,3.66,29.61,3.9,5.86,21.76,5.76,6.24,16.14,69.28,28.52,41.16,2.28,2.38,16.1,6.34,39.4,64.07,38.38,59.9,26.28,11.45,43.57,3.48,1.79,51.49,43.86,19.79,9.66,2.34,0.03,129,94.24,73.06,57.21,53.66,93.79,131.52,116.83,88.83,37.76,21.14,55.98,40.38,27.66,68.49,56.86,37.34,65.68,2.66,0.72,27.27,15.28,13.38,87.58,9.07,16.47,4.02,10.64,18.38,18.87,16.37
Man City,1.9,1.84,15.28,5.59,36.57,579.21,519.72,89.73,61.39,87.07,14.24,23.76,49.07,65.97,24.21,25.34,16.41,168.76,80.41,47.65,5.97,1.59,26.59,33.14,9.48,28.62,0.52,0.38,73.33,23.72,4.9,20.64,6.93,2.21,31.84,1.59,0.45,28.26,0.1,0.07,66.67,16.24,5.07,31.21,4.83,14.62,33.9,10.07,6.69,31.97,73.03,29.79,40.79,1.17,1.38,9.24,3.86,41.79,51.59,31.07,60.23,20.55,10,48.66,2.72,1.24,45.57,30,9.34,7.28,1.69,0.03,156.79,129.83,82.8,99,95.48,96.45,220.72,204.55,92.67,34.34,21.31,62.05,60.86,51.17,84.08,63.9,50.31,78.74,2.93,1.41,48.24,15.97,14.93,93.52,5.14,16.21,6.58,6.11,16.99,17.57,12.56,1.38,1.35,9.24,3.72,40.3,372.21,317.21,85.22,38.61,84.55,25.07,28.21,31.28,63.66,34.45,20,9.21,168.76,82.31,48.77,2.41,0.86,35.71,19.38,5.45,28.11,1.97,1.07,54.39,18.45,2.48,13.46,3.48,1.28,36.63,1.17,0.28,23.53,0.1,0.1,100,10.48,3.93,37.5,3.72,6.1,17.86,5,5.86,16.86,51.59,20.52,39.77,2.31,1.9,15.28,5.72,37.47,73.03,43.24,59.21,20.55,9.14,44.46,3.28,1.76,53.68,40.59,18,9.9,2.24,0.03,120.34,88.48,73.52,65.41,62.41,95.41,128.72,117.21,91.05,39.03,21.45,54.95,37.9,26,68.61,57.45,36.69,63.87,2.03,0.9,44.07,13.38,11.76,87.89,7.9,16.46,4.58,11.12,15.93,19.07,17.95
Man Utd,1.28,1.5,12.28,4.48,36.52,482.41,413.38,85.69,52.38,105.62,21.66,39.14,44.83,81.66,36.24,32.24,13.17,187.93,94.17,50.11,4.86,1.38,28.37,26.66,7.24,27.17,1.1,0.59,53.13,21.79,4.07,18.67,5,1.62,32.41,2.38,0.72,30.43,0.1,0.1,100,12.86,4.21,32.71,4.03,8.28,23.83,5.93,6.97,20,62.28,25.45,40.86,1.9,1.38,10.83,4.03,37.26,66.9,42.48,63.51,29,13.1,45.18,4.21,2.21,52.46,37.79,14.69,10.55,2.17,0.1,149.52,113.1,75.65,78.38,73.59,93.88,173.31,158.28,91.33,46,26.07,56.67,49.21,34.76,70.64,67.21,45.48,67.68,2.03,0.97,47.46,16.9,15.28,90.41,6.38,17.12,5.15,9.88,17.74,18.22,11.36,1.38,1.56,10.83,3.86,35.67,429.93,364.69,84.83,47.62,104.14,20.59,37.07,46.48,79.52,32.1,33.55,13.86,187.93,86.48,46.02,3.76,1.03,27.52,27.72,6.66,24,1.1,0.41,37.5,22.83,3.24,14.2,4.79,1.55,32.37,2.34,0.59,25,0.14,0.1,75,13.03,4.21,32.28,4.28,7.45,22.07,4.76,7,19.45,66.86,24.38,36.46,1.34,1.28,12.28,4.59,37.36,62.31,36.83,59.1,29,13.38,46.14,2.97,1.38,46.51,40.86,15.93,10.1,1.97,0.03,141.1,106,75.12,68.52,65.31,95.32,147.45,133.14,90.29,38.9,21.9,56.29,46.72,34.69,74.24,64.69,45.93,71,2.45,0.83,33.8,15.76,13.66,86.65,6.41,16.81,4.57,9.5,17.13,18.38,13.46
Newcastle,1.68,1.77,12.25,4.29,34.99,432.93,363.21,83.9,49.04,105.32,21.5,36.64,47.18,79.07,33.71,31.25,14.11,195.82,92.32,47.15,3.79,0.79,20.75,27.5,7.5,27.27,1.61,0.79,48.89,25.07,3.46,13.82,5.57,1.61,28.85,3.14,0.61,19.32,0.14,0.11,75,15.5,4.75,30.65,4.61,9.89,28.04,6.46,7.96,23.07,72.18,28.21,39.09,1.93,1.36,12.64,4.75,37.57,64.43,36.61,56.82,29.79,13.64,45.8,2.71,1.32,48.68,40.57,14.82,10.46,1.86,0.04,145.04,108.68,74.93,63.32,59.43,93.85,152.57,136.43,89.42,33.64,16.86,50.11,45.29,32.14,70.98,65.75,44.71,68.01,3.11,1.32,42.53,18.46,17.25,93.42,7.18,16.96,4.35,8.12,16.03,18.01,10.37,1.36,1.62,12.64,4.46,35.31,431.75,366.61,84.91,50.96,101.14,22.86,34.43,43.86,79.25,34.79,30,14.46,195.82,96,49.02,4.32,1.29,29.75,27.43,7.82,28.52,1.71,0.93,54.17,23.64,3.68,15.56,5.29,1.46,27.7,2.07,0.54,25.86,0,0,0,15.75,4.79,30.39,4.61,8.29,25.68,6.25,8.82,21.18,64.43,27.82,43.18,1.25,1.68,12.25,4.46,36.44,72.18,43.96,60.91,29.79,13.04,43.76,4.11,2.04,49.57,41.61,17.5,12.57,2.61,0.04,138.96,104.46,75.17,72.86,69.43,95.29,143.71,128.82,89.64,41.89,24.11,57.54,50.89,36.86,72.42,65.32,47.46,72.66,1.75,0.71,40.82,15.89,14.54,91.46,7.71,16.43,4.5,10.19,17.27,18.48,10.1
Notts Forest,1.69,1.59,11.52,4.55,39.52,324.38,265.69,81.91,38.92,101.31,24.97,33.83,42.52,78.34,40,25.76,12.59,206.97,98.1,47.4,4.76,1.28,26.81,24.59,6.66,27.07,1.93,0.93,48.21,23.03,3.41,14.82,4.28,1.52,35.48,2.66,0.59,22.08,0.1,0.1,100,12.1,4,33.05,4.03,6.59,20.66,4.97,7.14,17.69,64.48,24.48,37.97,2.24,1.21,12.55,4.41,35.16,71.55,42.69,59.66,37.1,16.48,44.42,2.83,1.55,54.88,44.48,20.34,10.55,2.14,0.07,120.79,88.59,73.34,55.45,52.17,94.09,89.07,76.83,86.26,39.48,22.97,58.17,41.38,28.86,69.75,59.31,41.62,70.17,1.45,0.66,45.24,15.59,13.14,84.29,8.55,16.24,3.54,12.62,17.7,18.51,14.99,1.21,1.33,12.55,4.38,34.89,498.1,429.41,86.21,61.08,107.24,19.9,31.83,55.52,81.24,32.79,32.28,16.17,206.97,99.41,48.03,4.9,0.93,19.01,32.69,7.62,23.31,0.86,0.45,52,25.48,4.07,15.97,6.38,1.79,28.11,2.34,0.45,19.12,0.07,0.07,100,19.17,5.72,29.86,5.21,10.28,32.38,6.28,10.76,24.48,71.52,28.83,40.31,1.1,1.69,11.52,4.76,41.32,64.52,40,62,37.1,17.07,46,2.86,1.34,46.99,34.55,13.69,11.34,2.55,0.07,156.9,124.21,79.16,77.28,73.31,94.87,184.48,165.72,89.83,36.48,20.1,55.1,59.86,47.97,80.13,73.55,57.83,78.62,1.62,0.52,31.91,16.97,14.72,86.79,6.79,15.92,5.17,7.71,17.99,18.54,8.28
Southampton,0.72,1.08,8.48,3,35.37,455.66,399.79,87.74,49.97,93.72,22.62,33.69,37.41,70.86,33.62,26.86,10.38,202.34,95.76,47.32,2.69,0.45,16.67,22.9,5.07,22.14,0.55,0.21,37.5,23.55,3,12.74,4.28,0.93,21.77,1.93,0.52,26.79,0.07,0,0,12.17,3.62,29.75,3.93,6.21,19.45,4.17,6.97,15.79,69.9,26.34,37.69,1.34,2.41,16.76,6.97,41.56,73.34,44.48,60.65,27.76,12.83,46.21,3.9,1.76,45.13,35.59,16.03,12.1,2.59,0.1,133.62,104.21,77.99,76.59,72.79,95.05,172.14,158.52,92.09,35,20.69,59.11,42.07,32.21,76.56,59.31,41.34,69.71,1.21,0.38,31.43,13.21,12.21,92.43,7.93,17.02,5.11,8.07,16.59,18.54,13.89,2.41,2.24,16.76,6.76,40.33,453.83,396.76,87.42,50.03,89.07,15.79,30.28,43,75.72,30.28,29.79,15.66,202.34,98.76,48.81,5.93,1.76,29.65,30.79,10.34,33.59,1.72,0.79,46,23.62,4.97,21.02,6.07,2,32.95,2.45,0.76,30.99,0.21,0.21,100,15.38,5.55,36.1,5.14,12.52,29.41,8,7.69,29.48,73.34,28.86,39.35,1.21,0.72,8.48,3.1,36.59,69.9,43.52,62.26,27.76,12.52,45.09,3.28,1.69,51.58,33.24,12,11.93,1.59,0.03,143.52,115,80.13,76.59,72.93,95.23,157.1,143,91.02,34.17,20.31,59.43,48.93,37.45,76.53,66.21,51.59,77.92,2.48,1.45,58.33,15.28,13.83,90.52,4.93,16.7,4.86,8.05,17.47,18.1,11.65
Tottenham,1.9,1.74,13.07,5.17,39.58,486.69,416,85.48,56.03,106.59,22.72,34.62,49.24,78.17,34.1,29.17,14.9,197.07,92.28,46.82,4.17,1.21,28.93,29.21,7.41,25.38,1.59,0.9,56.52,29.28,4.38,14.96,7.28,2.03,27.96,1.79,0.72,40.38,0.07,0.03,50,17.86,5.79,32.43,5.28,11.76,31.52,7.41,9.31,25.83,80.86,31.69,39.19,1.48,1.48,12.55,4.79,38.19,64.59,38.34,59.37,27.21,11.93,43.85,3.28,1.72,52.63,38.93,15,11.31,1.83,0.03,159.55,123.69,77.52,75.52,71.55,94.75,175.41,158.48,90.35,32.72,16.55,50.58,53.93,40.79,75.64,69.41,50,72.03,2.59,1,38.67,18.21,16.86,92.61,7.28,16.96,4.78,6.88,16.95,18.28,9.8,1.48,1.73,12.55,4.66,37.09,367.24,302.17,82.28,43.97,100.66,23.69,31.9,45.07,77.28,35.34,27.34,14.59,197.07,98.76,50.11,3.86,0.93,24.11,25.9,7.76,29.96,1.07,0.52,48.39,24.28,3.86,15.91,5.59,2.03,36.42,2.48,0.45,18.06,0.07,0.07,100,14.72,4.97,33.72,4.9,7.69,23.52,5.52,7.69,22.24,64.59,26.24,40.63,2.14,1.9,13.07,5.55,42.48,80.86,49.17,60.81,27.21,13,47.78,4.28,2.14,50,43.34,17.93,13.21,2.31,0.1,125.83,91.1,72.4,61.62,58.45,94.85,121.59,106.24,87.38,41.86,23.03,55.02,43.45,30.86,71.03,61.38,40.9,66.63,1.93,0.86,44.64,15.45,13.72,88.84,7.62,16.16,3.78,11.96,16.23,19.45,10.64
West Ham,1.48,1.73,12.55,4.66,37.09,367.24,302.17,82.28,43.97,100.66,23.69,31.9,45.07,77.28,35.34,27.34,14.59,197.07,98.76,50.11,3.86,0.93,24.11,25.9,7.76,29.96,1.07,0.52,48.39,24.28,3.86,15.91,5.59,2.03,36.42,2.48,0.45,18.06,0.07,0.07,100,14.72,4.97,33.72,4.9,7.69,23.52,5.52,7.69,22.24,64.59,26.24,40.63,2.14,1.9,13.07,5.55,42.48,80.86,49.17,60.81,27.21,13,47.78,4.28,2.14,50,43.34,17.93,13.21,2.31,0.1,125.83,91.1,72.4,61.62,58.45,94.85,121.59,106.24,87.38,41.86,23.03,55.02,43.45,30.86,71.03,61.38,40.9,66.63,1.93,0.86,44.64,15.45,13.72,88.84,7.62,16.16,3.78,11.96,16.23,19.45,10.64,1.69,1.81,14.48,4.9,33.81,471.1,399.86,84.88,53.44,108.72,20.21,36.52,52,85.59,35.14,34.48,15.97,209.79,102.28,48.75,4.93,1.28,25.87,31.34,9.03,28.82,1.59,0.83,52.17,23.93,4,16.71,5.34,1.34,25.16,2.41,0.62,25.71,0.1,0.1,100,19.55,6.59,33.69,6.1,11.45,30.9,6.03,10.48,26.48,65.59,25.93,39.54,1.21,1.14,11.66,3.72,31.95,73.07,45.07,61.68,38.76,17.24,44.48,3.62,1.79,49.52,36.07,13.52,10.79,1.45,0.03,156.21,119.14,76.27,77.52,73.72,95.11,165.31,147.97,89.51,41.14,24.28,59.01,54.79,41.34,75.46,73.76,55.1,74.71,2.55,1.38,54.05,18.45,17.03,92.34,6.41,16.68,4.83,9.06,16.94,18.87,10.72
Wolves,1.38,1.15,10.17,4.24,41.69,409.41,343.9,84,48.33,103.34,23.97,38.41,40.97,77.1,37.86,28.17,11.07,198.48,95.31,48.02,4.14,1.28,30.83,24.93,6.28,25.17,1.38,0.79,57.5,22,2.59,11.76,3.55,1.03,29.13,2.24,0.52,23.08,0,0,0,13.45,4.38,32.56,4.62,5.93,20.97,3.76,7.17,16.14,65.83,25.83,39.24,1.76,2,12.52,4.93,39.39,73.83,45.62,61.79,30.66,13.03,42.52,3.83,1.97,51.35,40.97,18.62,12.9,2.1,0.03,134.38,98,72.93,67.21,63.45,94.41,142.1,128.1,90.15,42.21,22.69,53.76,45.17,32.55,72.06,66.24,45.48,68.66,2.55,1,39.19,17.31,15.72,90.84,6.59,16.44,4.31,10.74,18.65,18.92,11.44,2,1.74,12.52,4.83,38.57,446.79,381.52,85.39,51.67,103.9,16.59,34.86,52.45,79.97,31.62,33.48,14.86,198.48,95.07,47.9,3.97,1.24,31.3,29.38,7.07,24.06,0.9,0.48,53.85,26.79,4.34,16.22,6.38,2.03,31.89,2.83,0.72,25.61,0.24,0.21,85.71,15.72,5.14,32.68,5.03,9.31,26.34,6.38,8.41,23.45,73.83,28.21,38.21,2.07,1.38,10.17,4.45,43.73,65.83,40,60.76,30.66,14.69,47.92,3.24,1.76,54.26,37.34,13.59,11.31,2.31,0.1,144.21,112.07,77.71,72.93,68.66,94.14,156.21,140.97,90.24,36.41,20.86,57.29,53.48,40.28,75.31,66.72,49.38,74.01,2.03,0.83,40.68,16.97,15.24,89.84,6.86,16.72,4.61,8.73,16.58,18.65,10.42